1;0;3501.00;10.00;1225.00;0.00;2.08
2;0;600.00;10.00;2061.00;0.00;1.92
3;0;675.00;10.00;652.00;0.00;1.72
4;0;2075.00;10.00;86.00;0.00;1.72
5;0;2274.00;10.00;826.00;0.00;0.28
6;0;371.00;10.00;1404.00;0.00;1.68
7;0;149.00;10.00;2037.00;0.00;1.44
8;0;3197.00;10.00;2574.00;0.00;0.96
9;0;3793.00;10.00;379.00;0.00;1.72
10;0;3123.00;10.00;1423.00;0.00;0.68
11;0;3864.00;10.00;2508.00;0.00;1.76
12;0;1514.00;10.00;1053.00;0.00;0.44
13;0;848.00;10.00;353.00;0.00;1.64
14;0;2076.00;10.00;1481.00;0.00;0.40
15;0;2883.00;10.00;2280.00;0.00;0.28
16;0;3026.00;10.00;2181.00;0.00;0.40
17;0;709.00;10.00;200.00;0.00;1.72
18;0;3979.00;10.00;1104.00;0.00;2.04
19;0;2591.00;10.00;1368.00;0.00;0.32
20;0;2578.00;10.00;2482.00;0.00;0.60
21;0;1494.00;10.00;2282.00;0.00;0.36
22;0;1442.00;10.00;2281.00;0.00;0.36
23;0;1071.00;10.00;1235.00;0.00;0.40
24;0;3174.00;10.00;1392.00;0.00;0.60
25;0;3389.00;10.00;1108.00;0.00;1.64
26;0;4402.00;10.00;2451.00;0.00;1.96
27;0;4190.00;10.00;753.00;0.00;1.64
28;0;717.00;10.00;1411.00;0.00;2.28
29;0;2060.00;10.00;1119.00;0.00;0.36
30;0;3411.00;10.00;31.00;0.00;1.40
31;0;823.00;10.00;552.00;0.00;1.76
32;0;91.00;10.00;746.00;0.00;1.92
33;0;1375.00;10.00;139.00;0.00;2.08
34;0;4137.00;10.00;904.00;0.00;1.44
35;0;1362.00;10.00;1204.00;0.00;0.48
36;0;2409.00;10.00;2371.00;0.00;0.32
37;0;1814.00;10.00;2145.00;0.00;0.40
38;0;1161.00;10.00;759.00;0.00;1.20
39;0;2298.00;10.00;665.00;0.00;0.36
40;0;1010.00;10.00;945.00;0.00;0.36
41;0;634.00;10.00;1741.00;0.00;1.80
42;0;2050.00;10.00;1345.00;0.00;0.52
43;0;3699.00;10.00;248.00;0.00;1.68
44;0;952.00;10.00;2000.00;0.00;0.36
45;0;1971.00;10.00;225.00;0.00;2.24
46;0;3955.00;10.00;2315.00;0.00;2.20
47;0;693.00;10.00;739.00;0.00;1.76
48;0;3569.00;10.00;571.00;0.00;2.00
49;0;1149.00;10.00;177.00;0.00;0.76
50;0;1624.00;10.00;270.00;0.00;2.08
51;0;32.00;10.00;2375.00;0.00;1.44
52;0;508.00;10.00;369.00;0.00;1.60
53;0;965.00;10.00;1263.00;0.00;0.40
54;0;1592.00;10.00;778.00;0.00;0.56
55;0;3598.00;10.00;1529.00;0.00;1.48
56;0;3494.00;10.00;1153.00;0.00;1.76
57;0;3573.00;10.00;2576.00;0.00;1.28
58;0;2330.00;10.00;842.00;0.00;0.36
59;0;2522.00;10.00;1793.00;0.00;0.48
60;0;4237.00;10.00;2151.00;0.00;1.68
61;0;2021.00;10.00;2214.00;0.00;0.44
